dept,applicant.gender,admitted,school_score
A,male,1,0.4081956181232937
A,male,1,0.386749384830936
A,male,1,0.5666642067381684
A,male,1,0.263249732744351
A,male,1,0.729116266863507
A,male,1,0.2140757962585582
A,male,1,0.5147370102116126
A,male,1,0.5314388558914489
A,male,1,0.6029324466265826
A,male,1,0.3517389881088572
A,male,1,0.4210964666215477
A,male,1,0.5793181879493171
A,male,1,0.8112244520727919
A,male,1,0.9622989020936796
A,male,1,0.5458267760079479
A,male,1,0.1491874314383761
A,male,1,0.7360009304949483
A,male,1,0.2572167463672473
A,male,1,0.0795068293825183
A,male,1,0.6621825681445216
A,male,1,0.8100121271816761
A,male,1,0.0716162280260547
A,male,1,0.5578524805649322
A,male,1,0.2325856866192208
A,male,1,0.4115793106472619
A,male,1,0.7339808984205023
A,male,1,0.8620196083084161
A,male,1,0.5222072091777116
A,male,1,0.0039633692754325
A,male,1,0.6858535934187366
A,male,1,0.4692789917793249
A,male,1,0.4376277087388743
A,male,1,0.2745822859418599
A,male,1,0.700908578855112
A,male,1,0.3315900839214023
A,male,1,0.7227134121900695
A,male,1,0.5078661222760196
A,male,1,0.991678106373913
A,male,1,0.7088936915145523
A,male,1,0.8808353535957777
A,male,1,0.0663267350766276
A,male,1,0.6315032795336122
A,male,1,0.2450640467068148
A,male,1,0.9670722460581568
A,male,1,0.1965296734860822
A,male,1,0.4737889257557037
A,male,1,0.9992991006156932
A,male,1,0.7233502758393142
A,male,1,0.5342744386698338
A,male,1,0.3778462285520269
A,male,1,0.8907440182093387
A,male,1,0.0230961315602473
A,male,1,0.2824550218665971
A,male,1,0.158873540316057
A,male,1,0.7455574742769947
A,male,1,0.2146841089282106
A,male,1,0.8615514217370341
A,male,1,0.9498207149023028
A,male,1,0.3076749599857806
A,male,1,0.0622678936931059
A,male,1,0.3284114884770658
A,male,1,0.8637752432227179
A,male,1,0.0625282768417817
A,male,1,0.553630275414665
A,male,1,0.0946944426620614
A,male,1,0.2602146163669968
A,male,1,0.7266295849459188
A,male,1,0.906761446073579
A,male,1,0.2527447718774029
A,male,1,0.616678379553763
A,male,1,0.2927522048267588
A,male,1,0.7179158001485749
A,male,1,0.9188477406857832
A,male,1,0.5637969941670595
A,male,1,0.6216169061904036
A,male,1,0.5140351173458944
A,male,1,0.4871366041657106
A,male,1,0.164868364439918
A,male,1,0.308696556561534
A,male,1,0.8958889116547456
A,male,1,0.3825508131128856
A,male,1,0.6543395749733422
A,male,1,0.9713280284687544
A,male,1,0.4287599450549931
A,male,1,0.4870177327005982
A,male,1,0.9655461490931264
A,male,1,0.5477759669059997
A,male,1,0.9038587380629798
A,male,1,0.162137347444776
A,male,1,0.6738214615021698
A,male,1,0.3738270479310781
A,male,1,0.4207785735008822
A,male,1,0.2254860381466911
A,male,1,0.9742268401075788
A,male,1,0.9219456015991412
A,male,1,0.5616547976081347
A,male,1,0.243757691772635
A,male,1,0.7418690290054665
A,male,1,0.4175155229897228
A,male,1,0.7980776128676923
A,male,1,0.3087310629894441
A,male,1,0.9361426372477336
A,male,1,0.8431805603013085
A,male,1,0.8772733367364441
A,male,1,0.0841165436306812
A,male,1,0.3305785422772755
A,male,1,0.5618573069822919
A,male,1,0.1432767100395171
A,male,1,0.9736046466344268
A,male,1,0.2901464376559948
A,male,1,0.6308231163611921
A,male,1,0.5103315819147463
A,male,1,0.6037567267251635
A,male,1,0.4267568896566471
A,male,1,0.7995681684896865
A,male,1,0.7320953112491083
A,male,1,0.0161323001239366
A,male,1,0.8896258801183851
A,male,1,0.4947657821704212
A,male,1,0.8267695842340428
A,male,1,0.4712918179331282
A,male,1,0.2252448237896329
A,male,1,0.9762469690120265
A,male,1,0.685310970280025
A,male,1,0.5679867318035927
A,male,1,0.1742910218323411
A,male,1,0.2655418757354749
A,male,1,0.468529748798918
A,male,1,0.8058465604827654
A,male,1,0.9466736117703944
A,male,1,0.9797697938695294
A,male,1,0.1704271758135199
A,male,1,0.4972163988015192
A,male,1,0.5852761647407113
A,male,1,0.9688558802778235
A,male,1,0.3761920283548529
A,male,1,0.6133950280715448
A,male,1,0.0147681245504884
A,male,1,0.727267100348836
A,male,1,0.4378995303569551
A,male,1,0.1121018857189742
A,male,1,0.7525205623723056
A,male,1,0.7104963597954504
A,male,1,0.8006090704913473
A,male,1,0.3102932871911066
A,male,1,0.2232320386243481
A,male,1,0.3517541193868837
A,male,1,0.4449960212926535
A,male,1,0.2434190583824212
A,male,1,0.3539180373303116
A,male,1,0.0096849962056578
A,male,1,0.0554966091325146
A,male,1,0.3769927075299871
A,male,1,0.8603647581637529
A,male,1,0.6961797715682904
A,male,1,0.7698645198707262
A,male,1,0.2398925972406832
A,male,1,0.9557831627965158
A,male,1,0.0701348453669351
A,male,1,0.4516595724352475
A,male,1,0.4636626936569514
A,male,1,0.5557224763044907
A,male,1,0.8385961024680436
A,male,1,0.8442500176902802
A,male,1,0.8397637824877907
A,male,1,0.2650719604233559
A,male,0,0.9808183348468176
A,male,0,0.6822670899348322
A,male,0,0.1414215165004533
A,male,0,0.1835344583152908
A,male,0,0.084877023397846
A,male,0,0.3490337518262991
A,male,0,0.2955853381145744
A,male,0,0.8812856818914462
A,male,0,0.456787325526636
A,male,0,0.9087673067008396
A,male,0,0.2367293975239069
A,male,0,0.9676318296385424
A,male,0,0.2603799887820739
A,male,0,0.8466620601686207
A,male,0,0.715810421701725
A,male,0,0.8505677595088486
A,male,0,0.3400932514496501
A,male,0,0.3644946262951425
A,male,0,0.6675715464956576
A,male,0,0.7309428215705246
A,male,0,0.9901463894844924
A,male,0,0.4540512095253149
A,male,0,0.792789537522642
A,male,0,0.9417145512068084
A,male,0,0.8585518919148668
A,male,0,0.1322473871549
A,male,0,0.8803794914842826
A,male,0,0.1768280796429467
A,male,0,0.0913241989672233
A,male,0,0.6595903760485157
A,male,0,0.118818726478419
A,male,0,0.3246847099511839
A,male,0,0.8611527520654034
A,male,0,0.3504038025266549
A,male,0,0.2292306496680958
A,male,0,0.2369172536103366
A,male,0,0.3357378505726396
A,male,0,0.1300298764692498
A,male,0,0.1507631669921839
A,male,0,0.1835916517035694
A,male,0,0.937837189705347
A,male,0,0.3473972742423924
A,male,0,0.4477544959199782
A,male,0,0.5680180248940714
A,male,0,0.9277100535098228
A,male,0,0.1213967286829538
A,male,0,0.6700637138312333
A,male,0,0.2485630540588085
A,male,0,0.169741663417129
A,male,0,0.8130088137632535
A,male,0,0.2837673595624334
A,male,0,0.4890603677647456
A,male,0,0.3435775298916081
A,male,0,0.7178216507995574
A,male,0,0.4597281358654421
A,male,0,0.8866750484413377
A,male,0,0.9370010504345822
A,male,0,0.3934789599100394
A,male,0,0.4102043376236448
A,male,0,0.81711504582772
A,male,0,0.1299168766908448
A,male,0,0.8227242451633523
A,male,0,0.7385099681703655
A,male,0,0.6680406316907849
A,male,0,0.437238818897286
A,male,0,0.7034558526307627
A,male,0,0.4964559720306561
A,male,0,0.5878644264720448
A,male,0,0.0213661459224547
A,male,0,0.4514864688409021
A,male,0,0.8950752261579755
A,male,0,0.7212656515809801
A,male,0,0.8894152549207738
A,male,0,0.5754502658149866
A,male,0,0.5359358837419562
A,male,0,0.3805221402873524
A,male,0,0.7402739737118326
A,male,0,0.118183707137049
A,male,0,0.1373750785903161
A,male,0,0.2693068795797707
A,male,0,0.391496248572559
A,male,0,0.7007292983075087
A,male,0,0.772752527502453
A,male,0,0.8472136777573912
A,male,0,0.8735157299093989
A,male,0,0.3071686811917198
A,male,0,0.7957063825089056
A,male,0,0.0405774449507979
A,male,0,0.5398656294740961
A,male,0,0.3164881705294232
A,male,0,0.1045237932279005
A,male,0,0.7739905387516789
A,male,0,0.6215032582871046
A,male,0,0.3333776839379861
A,male,0,0.7483748485493344
A,male,0,0.095004804442327
A,male,0,0.2171437353867048
A,male,0,0.0689671023568423
A,male,0,0.5443215481273603
A,male,0,0.3013166106988039
A,male,0,0.8263429475904801
A,male,0,0.6500941825681906
A,male,0,0.7596132053579021
A,male,0,0.3151819665504706
A,male,0,0.9143133278966602
A,male,0,0.2734552561431884
A,male,0,0.7296590769614205
A,male,0,0.6274334128709095
A,male,0,0.4486278064559322
A,male,0,0.0307368913302237
A,male,0,0.190558489197385
A,male,0,0.4239200361828573
A,male,0,0.841877139817333
A,male,0,0.6823499660163673
A,male,0,0.5558365966734762
A,male,0,0.5708184911191544
A,male,0,0.314380042594675
A,male,0,0.1020776715282304
A,male,0,0.6454091475544671
A,male,0,0.9944531204616996
A,male,0,0.6983207177052875
A,male,0,0.9676953917726262
A,male,0,0.6915647714651718
A,male,0,0.5248763513923408
A,male,0,0.6249316163851125
A,male,0,0.5271107376340921
A,male,0,0.5913093891722228
A,male,0,0.7833769403231229
A,male,0,0.6042763560551164
A,male,0,0.9885947593525511
A,male,0,0.5098540022695583
A,male,0,0.5512761425355638
A,male,0,0.831131296121237
A,male,0,0.8716159255376791
A,male,0,0.427338939110864
A,male,0,0.011147827301687
A,male,0,0.711868934656284
A,male,0,0.2169471446932633
A,male,0,0.733555462160351
A,male,0,0.8053558286941724
A,male,0,0.2699176395776029
A,male,0,0.5934825909898652
A,male,0,0.6357867916306383
A,male,0,0.4668560020285258
A,male,0,0.5469703237547451
A,male,0,0.644982423593931
A,male,0,0.1538123585605082
A,male,0,0.5769824492731567
A,male,0,0.990870264885176
A,male,0,0.1218250535707964
A,male,0,0.5035392349993449
A,male,0,0.5761740340580341
A,male,0,0.8901066756994601
A,male,0,0.5854081185061161
A,male,0,0.0328224710546933
A,male,0,0.2123627003386132
A,male,0,0.5885804116642447
A,male,0,0.3876521538970124
A,male,0,0.3255890490160972
A,male,0,0.0629358485916239
A,male,0,0.7970826222859476
A,male,0,0.8620995832198004
A,male,0,0.786431989967698
A,male,0,0.8415170117482731
A,male,0,0.1740020270566439
A,male,0,0.6248508003804559
A,male,0,0.676232930065977
A,male,0,0.139110463046555
A,male,0,0.6589583091626675
A,male,0,0.0388882137928068
A,male,0,0.771257805033519
A,male,0,0.949623021465232
A,male,0,0.3809129559740456
A,male,0,0.7884666819951335
A,male,0,0.8995872079861846
A,male,0,0.6001463713395013
A,male,0,0.1333225561675826
A,male,0,0.8103192736159318
A,male,0,0.2713916714879102
A,male,0,0.1090484340736168
A,male,0,0.0405389376265962
A,male,0,0.4037028183628489
A,male,0,0.1988278851757732
A,male,0,0.0489807623345245
A,male,0,0.7997528155392227
A,male,0,0.2915954527220787
A,male,0,0.4044825707965634
A,male,0,0.2205730986742108
A,male,0,0.314245489139099
A,male,0,0.8579793950726425
A,male,0,0.7103914660530134
A,male,0,0.5678256687025808
A,male,0,0.2905141095724984
A,male,0,0.2008172741519136
A,male,0,0.8744612615166495
A,male,0,0.5308927285746803
A,male,0,0.0221750070274434
A,male,0,0.8939142295110822
A,male,0,0.0268452405124676
A,male,0,0.2792014942965957
A,male,0,0.5608571451567286
A,male,0,0.551225483821165
A,male,0,0.8458011314787021
A,male,0,0.595303042761559
A,male,0,0.0462527720776084
A,male,0,0.626138957652056
A,male,0,0.4448629044673988
A,male,0,0.9907552109716118
A,male,0,0.8735929828705792
A,male,0,0.4320462348327977
A,male,0,0.629087866513526
A,male,0,0.7486059741561519
A,male,0,0.4680330575687492
A,male,0,0.0312004565353545
A,male,0,0.1568830974776247
A,male,0,0.407145276155569
A,male,0,0.5392017920162517
A,male,0,0.9315054261762676
A,male,0,0.3172220423206006
A,male,0,0.6833550946018716
A,male,0,0.8872984170763237
A,male,0,0.9499651811622142
A,male,0,0.0773812556452705
A,male,0,0.1518744026687595
A,male,0,0.7993058112594534
A,male,0,0.7903540367254217
A,male,0,0.2030090416364419
A,male,0,0.0402951176643145
A,male,0,0.9973211394259512
A,male,0,0.8816459853147072
A,male,0,0.8495304482226262
A,male,0,0.9271422643175894
A,male,0,0.5149898280595866
A,male,0,0.9717352867857444
A,male,0,0.6152186289662528
A,male,0,0.7035387739150507
A,male,0,0.5506276562290138
A,male,0,0.5457508103139317
A,male,0,0.965557595384654
A,male,0,0.5703921276899512
A,male,0,0.5211848193217846
A,male,0,0.9660953203163412
A,male,0,0.6904987061661062
A,male,0,0.357780118658156
A,male,0,0.7520278658751506
A,male,0,0.2302411264721825
A,male,0,0.4464075451933919
A,male,0,0.4689643374008758
A,male,0,0.2761896649657323
A,male,0,0.9607274286834666
A,male,0,0.2802619831656208
A,male,0,0.3449751114350828
A,male,0,0.2422103706996284
A,male,0,0.544417287108582
A,male,0,0.4385079695689885
A,male,0,0.3355115367642831
A,male,0,0.8023134541348137
A,male,0,0.2670724759391014
A,male,0,0.6739635911072818
A,male,0,0.1461093943681694
A,male,0,0.6731509945274083
A,male,0,0.5941652670993712
A,male,0,0.5154210462659395
A,male,0,0.3700090506734965
A,male,0,0.1522633052666326
A,male,0,0.4594702464271984
A,male,0,0.1212170564535863
A,male,0,0.2105563784441076
A,male,0,0.8553038948659148
A,male,0,0.2710307392966338
A,male,0,0.4421527386280608
A,male,0,0.679459344011461
A,male,0,0.1063236806311554
A,male,0,0.9208333185758047
A,male,0,0.9815039249251952
A,male,0,0.3589443087350727
A,male,0,0.7328309504655692
A,male,0,0.1561412448429479
A,male,0,0.8389497696297457
A,male,0,0.3060318563788109
A,male,0,0.2134851077075316
A,male,0,0.5540645903466093
A,male,0,0.2746143160193544
A,male,0,0.348445418655418
A,male,0,0.9358634679186966
A,male,0,0.1016199871833176
A,male,0,0.7108065081207086
A,male,0,0.2470151247500254
A,male,0,0.6576469231557304
A,male,0,0.1555255522938494
A,male,0,0.1712138193488316
A,male,0,0.31262304736544
A,male,0,0.4812474220615211
A,male,0,0.5649809928740781
A,male,0,0.8513078380917221
A,male,0,0.3202820557138965
A,male,0,0.7558900160396526
A,male,0,0.6231057456773185
A,male,0,0.598230011002981
A,male,0,0.5042865313543448
A,male,0,0.1086819767669208
A,male,0,0.8776107147957003
A,male,0,0.7715991766462185
A,male,0,0.4744996085349379
A,male,0,0.4579467880050737
A,male,0,0.3403805148561322
A,male,0,0.2585558979779617
A,male,0,0.3318534269161026
A,male,0,0.058499906689351
A,male,0,0.2932012871915963
A,male,0,0.320962586748828
A,male,0,0.6999274460468209
A,male,0,0.0297451027367502
A,female,1,0.5046528569099081
A,female,1,0.519354232843507
A,female,1,0.0517631415696839
A,female,1,0.6334255901932856
A,female,1,0.903524220278648
A,female,1,0.0931343301981134
A,female,1,0.2621797394010994
A,female,1,0.3427526648961337
A,female,1,0.4358023259470007
A,female,1,0.5304854544083953
A,female,1,0.8592204309212882
A,female,1,0.941459726552907
A,female,1,0.4127874638573787
A,female,1,0.154810032801602
A,female,1,0.8106230844678786
A,female,1,0.4275169663205277
A,female,1,0.3114782594843533
A,female,1,0.2831111165341755
A,female,1,0.6424174909983215
A,female,1,0.1601577948845396
A,female,1,0.6195898032804823
A,female,1,0.5358412624242189
A,female,1,0.1099875407362007
A,female,1,0.7470308872750951
A,female,1,0.00601089333794
A,female,1,0.1701554155262469
A,female,1,0.2420325172299862
A,female,1,0.4698618696381386
A,female,1,0.8378233098527451
A,female,1,0.3069752557365264
A,female,1,0.6084036975032262
A,female,1,0.8580187392015224
A,female,1,0.9192524153499764
A,female,1,0.1417945455201469
A,female,1,0.6563751727142094
A,female,1,0.2265251399023243
A,female,1,0.4121153016682959
A,female,1,0.0431184213269025
A,female,1,0.3048609466686047
A,female,1,0.8135365336611428
A,female,1,0.5045271818581958
A,female,1,0.3118255844474763
A,female,1,0.4467641438755687
A,female,1,0.5204796520071878
A,female,1,0.3501444690872147
A,female,1,0.9891776520938208
A,female,1,0.7490948713966636
A,female,1,0.809594415036635
A,female,1,0.4306750822587392
A,female,1,0.665182433713688
A,female,1,0.1828578635998883
A,female,1,0.1496442086469852
A,female,1,0.1769998584485047
A,female,1,0.0845514323266699
A,female,1,0.2496408591836562
A,female,1,0.2882405497182001
A,female,1,0.8056551635915178
A,female,1,0.2127714493977467
A,female,1,0.867477496157164
A,female,1,0.4479911242851184
A,female,1,0.1556614273179297
A,female,1,0.0792126333880217
A,female,1,0.4120791833299194
A,female,1,0.9424929303488266
A,female,1,0.0773812927069901
A,female,1,0.7820188684889412
A,female,1,0.9768160005972666
A,female,1,0.6499647715726958
A,female,1,0.5382254754396505
A,female,1,0.7072096787936237
A,female,1,0.5456114756407199
A,female,1,0.1631493921021117
A,female,1,0.0431505356163618
A,female,1,0.0849331589914469
A,female,1,0.6276902255754293
A,female,1,0.1294118935435793
A,female,1,0.6880322518759211
A,female,1,0.6676015152178656
A,female,1,0.8241537669489558
A,female,1,0.4716011632857099
A,female,1,0.7327244904958927
A,female,1,0.6296569371697427
A,female,1,0.8151122753209753
A,female,1,0.061799638983401
A,female,1,0.9417857101439756
A,female,1,0.4847056988560038
A,female,1,0.2165447765915107
A,female,1,0.1059071422128997
A,female,1,0.0912589387388083
A,female,0,0.0348330028274317
A,female,0,0.8805375113460527
A,female,0,0.3117951836004619
A,female,0,0.4667468853078983
A,female,0,0.5430354139115552
A,female,0,0.985394199528396
A,female,0,0.4250802137601607
A,female,0,0.8419856611547548
A,female,0,0.7669001302112458
A,female,0,0.4397356819837549
A,female,0,0.8219837373192147
A,female,0,0.8795139764097898
A,female,0,0.5012045998047041
A,female,0,0.3607227574871705
A,female,0,0.2672200675933032
A,female,0,0.0787863361166555
A,female,0,0.0489071222070854
A,female,0,0.0924731690179879
A,female,0,0.1576175039422723
B,male,1,0.7474996542922433
B,male,1,0.6750001637288542
B,male,1,0.0036052748529722
B,male,1,0.6498048520410182
B,male,1,0.0934737654283165
